"Li" "Na" "Mg" "K" "Ca" 
0.000026 0.628772 0.001009 0.001647 0.000053 
0.001378 0.024809 0.758710 0.012086 0.005533 
0.000099 0.002251 0.009945 0.001319 0.700379 
0.000498 0.002219 0.041362 0.637947 0.002281 
0.708797 0.062786 0.048981 0.003503 0.003379 
0.001064 0.000628 0.761115 0.001637 0.006453 
0.000929 0.580921 0.003041 0.002422 0.000305 
0.000045 0.013382 0.000652 0.604201 0.020169 
0.000099 0.001008 0.013058 0.019003 0.775258 
0.700647 0.078942 0.010681 0.012955 0.028512 
0.002430 0.005276 0.733804 0.010260 0.000768 
0.668442 0.010799 0.013549 0.009581 0.038430 
0.000398 0.601039 0.002857 0.002764 0.001464 
0.000099 0.001955 0.000287 0.000512 0.771160 
0.000045 0.012676 0.002357 0.641398 0.077637 
0.000099 0.001880 0.004271 0.010250 0.790731 
0.000045 0.003667 0.043615 0.636131 0.009661 
0.000710 0.619691 0.001156 0.000918 0.001303 
0.002369 0.000142 0.747567 0.001840 0.002784 
0.694846 0.056044 0.016336 0.006434 0.012370 
0.001344 0.032188 0.748999 0.013422 0.001480 
0.000630 0.693653 0.000203 0.001170 0.001303 
0.655482 0.002732 0.018003 0.000122 0.005625 
0.000099 0.001260 0.002951 0.013456 0.800103 
0.000365 0.005221 0.021175 0.636443 0.006472 
0.000164 0.003023 0.001411 0.008160 0.798973 
0.000048 0.701899 0.001672 0.002132 0.000757 
0.000365 0.026512 0.003775 0.606292 0.036141 
0.000551 0.000338 0.766080 0.027614 0.019237 
0.682604 0.016514 0.008248 0.000721 0.033942 
0.000762 0.010034 0.017248 0.640274 0.064936 
0.000048 0.630790 0.001151 0.003388 0.001847 
0.001875 0.034298 0.756345 0.014784 0.008770 
0.000124 0.002440 0.005339 0.002194 0.770042 
0.653849 0.080874 0.027229 0.001498 0.024519 
0.000269 0.012614 0.021042 0.641688 0.054725 
0.000124 0.000072 0.003117 0.002568 0.701161 
0.002905 0.008178 0.762622 0.001949 0.053950 
0.000048 0.666114 0.003662 0.004225 0.001964 
0.654542 0.005185 0.020209 0.000539 0.002595 
0.002262 0.004435 0.724343 0.000949 0.070642 
0.000893 0.722479 0.003529 0.000549 0.000205 
0.000035 0.031747 0.020794 0.605180 0.034041 
0.000206 0.000691 0.001807 0.006368 0.791635 
0.672666 0.013908 0.012076 0.013034 0.005531 
0.000157 0.003464 0.003272 0.009934 0.756195 
0.000590 0.047227 0.731162 0.001904 0.003627 
0.000035 0.005297 0.013869 0.629209 0.076571 
0.000808 0.759633 0.000041 0.002655 0.001234 
0.644709 0.000790 0.021860 0.007690 0.029085 
0.000398 0.020043 0.750853 0.007087 0.048152 
0.000776 0.741183 0.005384 0.004005 0.000747 
0.000035 0.000929 0.002265 0.631480 0.074934 
0.000157 0.003871 0.002822 0.000298 0.794152 
0.701360 0.025290 0.074145 0.001802 0.003860 
0.001094 0.718255 0.000701 0.010250 0.002668 
0.000035 0.013806 0.004671 0.631881 0.003621 
0.000568 0.021320 0.753078 0.003472 0.010486 
0.000260 0.001223 0.010656 0.002091 0.801413 
0.639243 0.012355 0.020266 0.004879 0.002338 
0.614965 0.025245 0.060203 0.005251 0.000539 
0.000235 0.002893 0.002981 0.003658 0.769752 
0.000035 0.011826 0.005971 0.615654 0.070648 
0.000851 0.643770 0.001054 0.001897 0.001762 
0.001126 0.006311 0.736759 0.001525 0.082109 
0.000629 0.000409 0.718473 0.018660 0.004167 
0.000011 0.004341 0.004660 0.002131 0.734770 
0.000614 0.566651 0.000747 0.000904 0.001563 
0.000048 0.047273 0.016155 0.640097 0.055663 
0.687467 0.013295 0.078063 0.001749 0.031109 
0.000425 0.694500 0.000551 0.002084 0.001009 
0.000802 0.012268 0.756939 0.001188 0.007600 
0.667604 0.068935 0.005131 0.016326 0.038289 
0.000048 0.029453 0.007505 0.617680 0.045584 
0.000070 0.003373 0.004216 0.008774 0.717464 
0.000151 0.003165 0.002859 0.000830 0.750983 
0.000048 0.067751 0.002476 0.622957 0.037518 
0.640498 0.002114 0.012747 0.006118 0.019767 
0.001204 0.000020 0.756840 0.052463 0.001599 
0.001007 0.643340 0.002331 0.002408 0.001283 
0.000016 0.002869 0.001861 0.010515 0.766917 
0.001816 0.008983 0.746126 0.002138 0.003183 
0.001047 0.667375 0.002391 0.000600 0.000855 
0.000048 0.021684 0.023813 0.632636 0.063168 
0.683143 0.101768 0.062768 0.014237 0.042081 
0.000110 0.003953 0.001588 0.005045 0.785709 
0.001162 0.001775 0.745563 0.000904 0.020754 
0.000048 0.012785 0.024174 0.636725 0.004151 
0.702934 0.090999 0.027312 0.015027 0.032809 
0.000210 0.636323 0.000965 0.002283 0.000855 
0.001122 0.737649 0.000654 0.000367 0.003397 
0.000008 0.003134 0.003548 0.620301 0.028815 
0.687356 0.099969 0.006878 0.016449 0.001552 
0.000992 0.002590 0.715024 0.002646 0.006965 
0.000110 0.002167 0.007535 0.011236 0.725377 
0.000097 0.689343 0.000358 0.000273 0.001751 
0.002152 0.005024 0.703577 0.011384 0.001009 
0.628313 0.023375 0.019879 0.003461 0.025768 
0.000327 0.004079 0.003602 0.005505 0.747710 
0.000115 0.001153 0.026138 0.639968 0.049218 
0.000090 0.003698 0.747868 0.015041 0.069485 
0.000097 0.625825 0.000358 0.000524 0.004581 
0.000120 0.002010 0.019366 0.642647 0.002119 
0.000171 0.008741 0.009749 0.003527 0.750394 
0.651954 0.057531 0.058156 0.009515 0.001356 
0.000331 0.020123 0.023785 0.639156 0.036314 
0.000322 0.635842 0.004415 0.001196 0.001756 
0.000177 0.006560 0.000347 0.006665 0.806473 
0.000090 0.001682 0.739656 0.010043 0.002582 
0.654386 0.096373 0.022249 0.011609 0.002604 
0.000345 0.004215 0.003392 0.000522 0.755607 
0.674241 0.019209 0.002199 0.004069 0.001472 
0.000331 0.001214 0.016519 0.611178 0.007323 
0.000094 0.742613 0.002732 0.010962 0.000641 
0.000090 0.001759 0.747801 0.010534 0.013055 
0.000345 0.001537 0.003562 0.001119 0.783900 
0.000107 0.031674 0.014299 0.622531 0.000077 
0.000670 0.726501 0.003251 0.009532 0.001325 
0.000090 0.001316 0.763539 0.001239 0.017694 
0.649338 0.032578 0.083806 0.017040 0.052385 
0.000054 0.014482 0.744212 0.021858 0.009429 
0.665722 0.070079 0.002356 0.014261 0.000804 
0.000700 0.727687 0.004945 0.000255 0.002149 
0.000345 0.000813 0.001460 0.004533 0.743211 
0.000107 0.005020 0.019717 0.634085 0.047486 
0.000926 0.758654 0.002570 0.002607 0.000413 
0.000107 0.002314 0.021392 0.633095 0.026932 
0.000345 0.001996 0.003235 0.025059 0.809189 
0.000054 0.005930 0.753469 0.016578 0.000372 
0.683414 0.019068 0.006463 0.000169 0.050488 
0.000345 0.001760 0.006161 0.000350 0.743468 
0.701747 0.056932 0.011945 0.005302 0.008657 
0.000945 0.713738 0.001043 0.013165 0.000534 
0.000027 0.003432 0.717764 0.013500 0.000419 
0.000107 0.004994 0.007773 0.634904 0.074265 
0.000135 0.005567 0.708518 0.019979 0.003906 
0.000394 0.000168 0.003214 0.002918 0.734418 
0.000482 0.699259 0.025446 0.001294 0.001385 
0.694431 0.077337 0.000442 0.016514 0.006323 
0.000088 0.029626 0.015402 0.635593 0.092255 
0.000030 0.003130 0.004128 0.007465 0.745025 
0.000107 0.010779 0.009130 0.635946 0.003085 
0.001916 0.001186 0.730894 0.001277 0.010297 
0.000445 0.627498 0.004386 0.001853 0.001050 
0.673486 0.001327 0.001152 0.000944 0.045062 
0.000637 0.632985 0.005130 0.002258 0.002181 
0.000030 0.003153 0.018084 0.009911 0.780581 
0.000808 0.004759 0.705028 0.006988 0.001242 
0.000107 0.002854 0.000333 0.630398 0.001784 
0.679031 0.035578 0.004205 0.011663 0.034808 
0.000030 0.001568 0.001797 0.000257 0.700668 
0.001060 0.009720 0.749080 0.001219 0.059464 
0.653424 0.011934 0.019895 0.004667 0.008516 
0.000719 0.707442 0.001215 0.001675 0.002655 
0.000118 0.000989 0.025064 0.625648 0.000465 
0.001102 0.003247 0.758185 0.022220 0.082894 
0.000030 0.003988 0.010407 0.000362 0.771591 
0.000055 0.004337 0.008561 0.641834 0.054407 
0.000745 0.699705 0.000962 0.001338 0.001523 
0.681738 0.011478 0.001146 0.008771 0.003591 
0.000832 0.007210 0.740984 0.004331 0.017758 
0.000428 0.630495 0.000687 0.000305 0.000588 
0.649169 0.010390 0.021111 0.019472 0.000530 
0.000094 0.003191 0.010236 0.007196 0.825105 
0.000055 0.020389 0.022754 0.622524 0.053400 
0.000111 0.038567 0.729419 0.016554 0.016957 
0.000203 0.005951 0.004988 0.639720 0.010196 
0.000428 0.724953 0.001968 0.001177 0.001137 
0.000094 0.000630 0.003301 0.003306 0.730664 
0.629700 0.066294 0.069832 0.016087 0.040529 
0.002311 0.001095 0.708807 0.007218 0.022943 
0.000009 0.027860 0.024820 0.639326 0.007589 
0.000124 0.602814 0.005398 0.000446 0.000367 
0.000018 0.002320 0.003115 0.006400 0.702322 
0.681566 0.082348 0.000859 0.002463 0.049614 
0.000552 0.657381 0.003919 0.001010 0.001314 
0.000060 0.053666 0.013480 0.627725 0.065808 
0.000084 0.002441 0.001542 0.010571 0.764742 
0.644947 0.042163 0.005924 0.008541 0.009255 
0.000850 0.003627 0.758408 0.004908 0.002044 
0.000062 0.000619 0.000534 0.001998 0.819547 
0.001270 0.010548 0.736838 0.016406 0.008031 
0.001001 0.686358 0.017942 0.003276 0.001314 
0.700201 0.049257 0.002400 0.016839 0.028447 
0.000060 0.005881 0.012522 0.633022 0.003532 
0.000062 0.002426 0.000238 0.002467 0.814544 
0.000299 0.004247 0.021465 0.611912 0.054542 
0.000183 0.039723 0.752031 0.017080 0.001332 
0.000852 0.712878 0.000158 0.009109 0.001727 
0.641568 0.069344 0.009918 0.001814 0.012270 
0.000074 0.601203 0.004435 0.001996 0.000309 
0.000183 0.000970 0.748658 0.021704 0.008382 
0.657390 0.100266 0.002123 0.000528 0.013282 
0.000062 0.004276 0.005227 0.001672 0.726006 
0.000354 0.029614 0.018978 0.635329 0.077951 
0.000679 0.729806 0.004030 0.001033 0.000155 
0.000062 0.006207 0.000842 0.013735 0.757328 
0.639575 0.022893 0.019932 0.001311 0.000151 
0.000132 0.000850 0.708629 0.007160 0.022593 
0.000499 0.040392 0.001972 0.628238 0.098015 
0.000062 0.007880 0.003317 0.000189 0.724515 
0.000767 0.685545 0.005271 0.000794 0.000310 
0.000025 0.000825 0.011626 0.614596 0.094505 
0.000111 0.002682 0.750587 0.012873 0.085105 
0.618521 0.061887 0.000977 0.017370 0.005579 
0.000389 0.649249 0.002416 0.002935 0.001054 
0.667609 0.028859 0.003688 0.008339 0.000368 
0.000062 0.001849 0.006723 0.000017 0.811387 
0.000165 0.003979 0.016951 0.643681 0.022877 
0.001024 0.016689 0.763749 0.011768 0.028833 
0.644513 0.031677 0.024577 0.005099 0.044590 
0.000097 0.678829 0.000153 0.000739 0.000963 
0.000969 0.002525 0.718578 0.008852 0.009215 
0.000062 0.002865 0.001086 0.003778 0.800305 
0.000349 0.004113 0.020076 0.614544 0.028072 
0.000097 0.702243 0.000594 0.006216 0.002025 
0.000421 0.002581 0.004160 0.001435 0.810503 
0.000015 0.000226 0.023349 0.623287 0.086654 
0.000670 0.028787 0.748959 0.020234 0.004439 
0.645373 0.071002 0.010003 0.000717 0.003307 
0.660023 0.079761 0.020805 0.007250 0.016159 
0.000396 0.000669 0.000939 0.006272 0.739816 
0.001375 0.014814 0.762091 0.000409 0.020709 
0.000101 0.634716 0.002460 0.001707 0.000225 
0.000047 0.030765 0.013534 0.613974 0.033225 
0.000396 0.001459 0.002502 0.016897 0.743323 
0.000162 0.638572 0.003593 0.000153 0.000762 
0.001613 0.020191 0.716265 0.003912 0.001294 
0.000047 0.006953 0.023608 0.642548 0.027793 
0.683815 0.048693 0.061150 0.022634 0.047074 
0.000060 0.003101 0.005191 0.008363 0.713889 
0.000514 0.749208 0.002589 0.002133 0.001484 
0.001791 0.008266 0.763920 0.000353 0.000267 
0.000047 0.004162 0.012911 0.614486 0.094656 
0.646449 0.064991 0.017134 0.003026 0.045432 
0.646631 0.063283 0.009164 0.019389 0.017876 
0.000102 0.007708 0.011958 0.620705 0.038848 
0.000060 0.000170 0.003746 0.002030 0.824592 
0.000897 0.025850 0.740429 0.014612 0.001172 
0.000514 0.646468 0.002067 0.000242 0.001693 
0.001132 0.025407 0.764546 0.002475 0.038443 
0.000102 0.003372 0.000072 0.597616 0.012004 
0.671334 0.004472 0.008383 0.006277 0.042757 
0.000465 0.597452 0.002067 0.000173 0.000526 
0.000060 0.000613 0.022554 0.024163 0.800986 
0.000102 0.018806 0.011636 0.626538 0.019105 
0.000060 0.003792 0.001064 0.002453 0.735312 
0.000102 0.648743 0.001221 0.002376 0.000039 
0.000131 0.001483 0.750325 0.024486 0.047237 
0.671412 0.026849 0.067591 0.000265 0.001226 
0.000697 0.007154 0.745383 0.001362 0.019806 
0.000118 0.623245 0.000141 0.003028 0.000202 
0.000060 0.000602 0.002567 0.001520 0.805536 
0.000102 0.000972 0.012409 0.635861 0.033358 
0.680112 0.087825 0.027543 0.010492 0.041204 
0.000060 0.002890 0.001359 0.001088 0.795936 
0.000697 0.000751 0.754219 0.012867 0.003396 
0.680261 0.096291 0.009401 0.000323 0.025325 
0.000118 0.744796 0.001966 0.004915 0.000874 
0.000310 0.031428 0.026155 0.643456 0.050105 
0.000286 0.001641 0.020202 0.623919 0.103215 
0.684875 0.076006 0.043103 0.003098 0.015939 
0.000118 0.699314 0.001927 0.008523 0.000946 
0.000697 0.015058 0.740250 0.001042 0.009083 
0.000060 0.000667 0.002618 0.001827 0.723312 
0.000509 0.034733 0.015521 0.642067 0.060652 
0.000159 0.006792 0.747795 0.028273 0.001057 
0.674519 0.055791 0.023930 0.008816 0.023022 
0.000901 0.638130 0.000178 0.000058 0.002016 
0.000060 0.000054 0.005893 0.006205 0.801540 
0.000159 0.020711 0.013787 0.591605 0.000761 
0.644750 0.042963 0.029678 0.003771 0.001903 
0.000060 0.001471 0.008770 0.009291 0.820893 
0.000182 0.000901 0.766646 0.013883 0.021430 
0.001016 0.735758 0.000416 0.000869 0.002888 
0.000159 0.004799 0.024118 0.636132 0.074379 
0.000060 0.002066 0.001738 0.001622 0.744898 
0.000764 0.696311 0.006164 0.010388 0.001233 
0.652408 0.025302 0.000447 0.002466 0.004544 
0.001258 0.001449 0.734770 0.003898 0.001585 
0.000060 0.003183 0.001165 0.001079 0.787015 
0.000086 0.000611 0.017286 0.623728 0.003379 
0.662241 0.013366 0.020059 0.010053 0.009265 
0.001101 0.691282 0.011485 0.002158 0.000550 
0.000065 0.016341 0.757187 0.007668 0.119095 
0.657645 0.057494 0.013665 0.014484 0.003027 
0.000060 0.002256 0.000180 0.000173 0.812405 
0.000954 0.692473 0.002166 0.001355 0.001678 
0.000559 0.003815 0.719048 0.007236 0.012363 
0.000086 0.011165 0.001217 0.639342 0.073998 
0.000400 0.003400 0.738048 0.001578 0.101652 
0.000403 0.624510 0.000847 0.000272 0.000571 
0.000060 0.002603 0.009086 0.041617 0.822854 
0.000086 0.000408 0.002464 0.638913 0.006724 
0.682876 0.057449 0.072108 0.008211 0.002425 
0.690187 0.011551 0.018589 0.000553 0.033159 
0.000108 0.631710 0.001160 0.001115 0.001092 
0.000117 0.002091 0.004002 0.011772 0.798908 
0.001134 0.047561 0.735128 0.007884 0.055169 
0.000319 0.014587 0.018754 0.631329 0.014258 
0.001350 0.006539 0.748296 0.003633 0.014606 
0.000069 0.031879 0.023112 0.620622 0.003474 
0.000307 0.000203 0.003297 0.000134 0.816608 
0.640612 0.010604 0.038175 0.014864 0.001732 
0.000158 0.719507 0.001721 0.002782 0.002286 
0.000307 0.005260 0.004441 0.001850 0.749848 
0.000718 0.632992 0.002200 0.002607 0.001258 
0.000652 0.049092 0.726148 0.020368 0.020176 
0.000069 0.000613 0.004495 0.641775 0.007670 
0.595886 0.029862 0.063606 0.005850 0.002330 
0.667905 0.056046 0.001904 0.019734 0.036792 
0.000349 0.002789 0.020193 0.003518 0.718774 
0.000608 0.055162 0.743159 0.008065 0.003577 
0.000399 0.601617 0.002775 0.000603 0.000399 
0.000073 0.001666 0.016413 0.636407 0.043688 
0.000270 0.002007 0.000693 0.004119 0.789094 
0.001362 0.012773 0.749100 0.049357 0.000750 
0.673144 0.083724 0.011715 0.000526 0.000553 
0.000399 0.715456 0.002016 0.003873 0.000988 
0.000073 0.001487 0.002117 0.640646 0.040477 
0.001613 0.001001 0.730388 0.017804 0.004861 
0.000073 0.018734 0.023787 0.635270 0.034852 
0.000448 0.003439 0.002229 0.016319 0.783901 
0.000108 0.721720 0.003903 0.000932 0.000909 
0.697579 0.078367 0.000427 0.000560 0.036465 
0.674916 0.056544 0.004491 0.009089 0.000741 
0.001012 0.013609 0.717815 0.017128 0.006062 
0.000073 0.024556 0.016733 0.641334 0.054845 
0.000448 0.000732 0.002563 0.002795 0.750233 
0.000108 0.653907 0.002695 0.000837 0.002558 
0.000154 0.023373 0.009072 0.636027 0.008624 
0.684243 0.000396 0.061392 0.000662 0.001872 
0.000495 0.002499 0.003771 0.018612 0.751479 
0.000063 0.708715 0.003039 0.001983 0.001770 
0.000337 0.027089 0.756119 0.032447 0.056588 
0.653049 0.000206 0.002412 0.018377 0.001731 
0.000566 0.666968 0.002888 0.000857 0.002356 
0.000021 0.032462 0.719820 0.002591 0.024042 
0.000417 0.027038 0.000579 0.639794 0.113796 
0.000092 0.002596 0.022321 0.010273 0.707291 
0.000092 0.003118 0.021118 0.000308 0.814664 
0.000070 0.026690 0.015563 0.625991 0.062781 
0.000986 0.682975 0.003044 0.002636 0.001473 
0.697035 0.103713 0.008144 0.011165 0.000420 
0.000021 0.009966 0.766697 0.009677 0.020473 
0.000986 0.650063 0.002683 0.000144 0.000889 
0.000100 0.004726 0.714053 0.000365 0.000939 
0.694640 0.018036 0.000600 0.014913 0.007636 
0.000092 0.001091 0.006996 0.013341 0.751794 
0.000085 0.025530 0.016896 0.633361 0.071178 
0.000085 0.000273 0.044351 0.619282 0.075948 
0.000028 0.753016 0.002028 0.003826 0.003892 
0.002223 0.000235 0.743114 0.009712 0.017556 
0.000244 0.004293 0.000956 0.001276 0.800596 
0.682056 0.035107 0.038792 0.010006 0.000782 
0.000534 0.004030 0.007014 0.004018 0.701292 
0.000430 0.619823 0.001898 0.000843 0.000487 
0.000085 0.022588 0.024899 0.629876 0.038736 
0.000007 0.001839 0.760540 0.009004 0.040440 
0.632388 0.002197 0.002924 0.020308 0.002351 
0.000004 0.002371 0.715212 0.020572 0.063043 
0.000530 0.605504 0.000942 0.001158 0.001157 
0.000085 0.024190 0.002441 0.630722 0.022404 
0.000534 0.000294 0.000092 0.000137 0.795406 
0.688191 0.075671 0.008849 0.020711 0.027706 
0.000032 0.000359 0.001427 0.610766 0.004222 
0.000301 0.002050 0.008157 0.002359 0.789187 
0.000695 0.017600 0.723489 0.003281 0.011863 
0.000885 0.739443 0.000193 0.002109 0.003724 
0.668460 0.015950 0.005882 0.002022 0.001794 
0.000443 0.003452 0.003260 0.003538 0.820245 
0.000032 0.001724 0.005306 0.612356 0.009430 
0.000053 0.563238 0.019156 0.000063 0.000250 
0.000091 0.012810 0.762228 0.022289 0.032314 
0.699743 0.053624 0.002026 0.012582 0.013885 
0.000032 0.037879 0.004991 0.625707 0.014147 
0.001594 0.005609 0.764725 0.006705 0.000192 
0.000104 0.001762 0.004407 0.010251 0.738387 
0.000410 0.609194 0.000959 0.002069 0.001479 
0.598305 0.064524 0.067743 0.011344 0.016135 
0.000912 0.600056 0.001370 0.000606 0.000720 
0.000120 0.004081 0.008613 0.009997 0.798705 
0.001455 0.001697 0.751415 0.004186 0.076752 
0.000032 0.022505 0.002370 0.641643 0.023849 
0.627401 0.088920 0.029459 0.018491 0.046443 
0.000177 0.001601 0.001464 0.003531 0.775558 
0.001122 0.005055 0.754187 0.001079 0.006047 
0.000032 0.011751 0.000159 0.624229 0.092747 
0.643063 0.095774 0.008438 0.000286 0.000088 
0.000982 0.663594 0.001211 0.002895 0.002004 
0.000032 0.018352 0.010820 0.610813 0.070077 
0.626611 0.001569 0.079911 0.000760 0.002910 
0.000177 0.000990 0.000344 0.009487 0.734846 
0.000982 0.642297 0.004153 0.001020 0.001644 
0.001163 0.015249 0.747190 0.026924 0.000433 
0.000934 0.644158 0.002501 0.000977 0.001019 
0.648278 0.081295 0.085091 0.006053 0.032057 
0.001901 0.008360 0.725978 0.004055 0.013417 
0.000177 0.000608 0.005669 0.017989 0.780138 
0.000032 0.003821 0.017663 0.595970 0.032906 
0.000017 0.687837 0.003434 0.002372 0.000731 
0.000799 0.005521 0.018754 0.634861 0.003544 
0.000322 0.002943 0.724951 0.002693 0.012020 
0.000135 0.002260 0.000842 0.002788 0.802204 
0.704750 0.053716 0.020526 0.001580 0.011193 
0.000353 0.640841 0.001098 0.006538 0.002004 
0.000070 0.001746 0.006023 0.000789 0.820886 
0.002247 0.013329 0.722998 0.001301 0.002519 
0.681440 0.001061 0.048501 0.004036 0.017368 
0.000138 0.013880 0.002480 0.638658 0.018633 
0.000866 0.012439 0.723623 0.002079 0.005862 
0.000032 0.009706 0.015405 0.628429 0.046125 
0.000353 0.651096 0.000826 0.001817 0.001196 
0.000070 0.000000 0.007074 0.027367 0.814944 
0.655139 0.001444 0.003290 0.000404 0.039350 
0.001009 0.703687 0.000327 0.002505 0.000108 
0.000070 0.001609 0.000223 0.000698 0.750225 
0.000032 0.000718 0.014654 0.641660 0.083024 
0.001485 0.012254 0.740432 0.003525 0.074009 
0.695902 0.093410 0.004636 0.013736 0.005369 
0.000065 0.013792 0.720116 0.013679 0.012610 
0.000027 0.001045 0.002907 0.002193 0.732102 
